,Unnamed: 0,reult/alternative/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p25,seconds,arousal,valence,happy,angry,nervous,sad,p26,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p25_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p26_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
78,78,0.86648917,,0.91283858,55.8,55.0,country,26,en-us,72.443901,,50.0,2.333,3.0,1.333,1.0,1.333,1.0,,50.0,2.667,3.667,1.333,1.0,1.667,1.0,government us proof about the Visa order represent,,395.0,3.667,3.0,1.0,1.333,1.333,1.0,,395.0,2.667,3.0,1.333,1.0,2.333,1.0
79,79,0.86648917,,0.91283858,56.1,55.8,in,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,us but we just still have don't know or just not being currently like,,400.0,3.667,3.0,1.0,1.333,1.333,1.0,,400.0,2.667,3.0,1.333,1.0,2.333,1.0
80,80,0.86648917,,0.70075685,56.5,56.1,Europe,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,it's not clear about your Equity say that also is like if they,,405.0,3.667,3.0,1.0,1.333,1.333,1.0,,405.0,2.667,3.0,1.333,1.0,2.333,1.0
81,81,0.86648917,,0.67037207,56.6,56.5,and,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,do the wrong things what legals illegals or how the government,,410.0,3.667,3.0,1.0,1.333,1.333,1.0,,410.0,2.667,3.0,1.333,1.0,2.333,1.0
82,82,0.86648917,,0.91283858,56.9,56.6,Country,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,do how the police do for the refugees something like that so I think,,415.0,3.667,3.0,1.0,1.333,1.333,1.0,,415.0,2.667,3.0,1.333,1.0,2.333,1.0
83,83,0.86648917,,0.90146631,57.2,56.9,like,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,is about a life conditions of the Korea is also like they just want to know,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0
84,84,0.86648917,,0.78183645,57.9,57.2,Germany,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,how should they do and how should they can practice,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0
85,85,0.86648917,,0.90146631,58.5,58.2,does,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,your daily with Lexa T is like it's not it's not if they're not clear for an hour so,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0
86,86,0.86648917,,0.75337219,59.0,58.5,have,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,it's like I think they just want to know,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0
87,87,0.86648917,,0.7262938,59.8,59.3,more,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,about the things that can guarantee their life this is what I want,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0
88,88,0.86648917,,0.91283858,60.2,59.8,very,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,to say so if it's for my opinion are go men,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0
89,89,0.86648917,,0.87763804,60.8,60.2,crisis,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,can explain in this question and I think like all Korean maybe,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0
90,90,0.86648917,,0.91283858,61.8,61.6,in,26,en-us,72.443901,,55.0,2.333,3.0,1.333,1.0,1.333,1.0,,55.0,2.333,4.0,1.333,1.0,1.333,1.0,raise the question I think it will be good things,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0
91,91,0.86648917,,0.7262938,62.0,61.8,the,26,en-us,72.443901,,60.0,2.333,3.0,1.333,1.0,1.333,1.0,,60.0,2.333,4.0,1.333,1.0,1.333,1.0,it's like now it's not but in the future is maybe can,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0
92,92,0.86648917,,0.84773427,62.6,62.0,refugee,26,en-us,72.443901,,60.0,2.333,3.0,1.333,1.0,1.333,1.0,,60.0,2.333,4.0,1.333,1.0,1.333,1.0,yeah you mean that how to guarantee the yeah,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0
93,93,0.86648917,,0.91283858,63.2,62.6,problems,26,en-us,72.443901,,60.0,2.333,3.0,1.333,1.0,1.333,1.0,,60.0,2.333,4.0,1.333,1.0,1.333,1.0,is like is the big question for our Korean,,470.0,3.333,3.0,1.0,1.333,1.0,1.0,,470.0,3.333,3.667,2.333,1.0,1.667,1.0
94,94,0.86648917,,0.91283858,63.4,63.2,or,26,en-us,72.443901,,60.0,2.333,3.0,1.333,1.0,1.333,1.0,,60.0,2.333,4.0,1.333,1.0,1.333,1.0,actually the refugee you mean that how to garden theater yeah the big question or Korean actually rigidity under the laws of the Korean,,475.0,3.667,3.0,1.0,1.333,1.0,1.0,,475.0,3.333,3.667,1.333,1.0,2.0,1.0
95,95,0.86648917,,0.70981538,64.0,63.4,issues,26,en-us,72.443901,,60.0,2.333,3.0,1.333,1.0,1.333,1.0,,60.0,2.333,4.0,1.333,1.0,1.333,1.0,yeah I think if they do something wrong or cause some clams,,480.0,3.667,3.0,1.0,1.333,1.0,1.0,,480.0,3.0,4.0,2.333,1.0,2.333,1.0
96,96,0.86648917,,0.71618462,66.4,65.7,more,26,en-us,72.443901,,60.0,2.333,3.0,1.333,1.0,1.333,1.0,,60.0,2.333,4.0,1.333,1.0,1.333,1.0,so they will give penalty or punishment from the law as well so in this case,,485.0,3.667,3.0,1.0,1.333,1.0,1.0,,485.0,3.0,4.0,1.333,1.0,2.333,1.0
97,97,0.86648917,,0.70088863,66.9,66.4,than,26,en-us,72.443901,,60.0,2.333,3.0,1.333,1.0,1.333,1.0,,60.0,2.333,4.0,1.333,1.0,1.333,1.0,I think is not only for a little edgy for everyone that you have,,490.0,3.333,3.0,1.0,1.333,1.0,1.0,,490.0,4.0,3.667,1.667,1.0,1.667,1.0
98,98,0.86648917,,0.91283858,69.1,67.8,"700,000",26,en-us,72.443901,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,and I'm too and you mean I think that race question because the some Koreans,,495.0,3.667,3.0,1.0,1.333,1.0,1.0,,495.0,4.0,3.667,1.667,1.0,1.667,1.0
99,99,0.86648917,,0.77344507,71.1,70.7,but,26,en-us,72.443901,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,have Instinct often fear with other cultural or xenophobia that you have received that yeah,,500.0,3.667,3.0,1.0,1.333,1.0,1.0,,500.0,4.0,3.667,1.667,1.0,1.667,1.0
100,100,0.86648917,,0.91283858,71.2,71.1,in,26,en-us,72.443901,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,I think there's some kind of more emotional than rational equations,,505.0,3.667,3.333,1.0,1.0,1.0,1.0,,505.0,4.0,3.667,2.333,1.0,1.667,1.0
101,101,0.86648917,,0.91283858,71.7,71.2,Korean,26,en-us,72.443901,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,yeah because they are have some fear of you insecure that they are,,510.0,3.333,3.333,1.0,1.0,1.0,1.0,,510.0,4.0,3.667,1.667,1.0,1.667,1.0
102,102,0.86648917,,0.72660029,72.1,71.7,agreement,26,en-us,72.443901,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,happier that never seen something like that paid more than others,,515.0,3.333,3.333,1.0,1.0,1.333,1.0,,515.0,4.0,3.667,2.333,1.0,1.667,1.0
103,103,0.86648917,,0.91283858,72.2,72.1,is,26,en-us,72.443901,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,some problem that's called inside they're feeling knots from,,520.0,3.667,3.333,1.0,1.0,1.333,1.0,,520.0,4.0,3.333,2.333,1.0,1.667,1.0
104,104,0.7036531, geez is only 550 people so it is the first thing that I think the Korean government should accept this group of refugees,0.47254488,72.8,72.5,geez,26,en-us,83.098006,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,there that their Fiji yeah and put on that,,525.0,3.667,3.333,1.0,1.0,1.333,1.0,,525.0,3.667,3.333,1.667,1.0,1.667,1.0
105,105,0.7036531,,0.63642853,73.1,72.8,is,26,en-us,83.098006,,65.0,2.333,3.0,1.333,1.0,1.333,1.0,,65.0,2.333,4.0,1.333,1.0,1.333,1.0,patients I think you may be at a Korean citizenship,,530.0,3.667,3.333,1.0,1.0,1.333,1.0,,530.0,4.0,3.333,1.667,1.0,1.667,1.0
106,106,0.7036531,,0.57826072,73.6,73.1,only,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,maybe you have to trust your government process there that will debut,,535.0,3.667,3.333,1.0,1.0,1.0,1.0,,535.0,3.667,3.333,1.667,1.0,1.667,1.0
107,107,0.7036531,,0.72676247,75.0,73.6,550,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,accept only that good quality refugee see that view,,540.0,3.667,3.333,1.0,1.0,1.333,1.0,,540.0,3.667,3.333,1.667,1.0,1.667,1.0
108,108,0.7036531,,0.662238,75.6,75.1,people,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,may cause no clams yeah in the,,545.0,3.667,3.333,1.0,1.0,1.0,1.0,,545.0,4.0,3.333,1.667,1.0,1.667,1.0
109,109,0.7036531,,0.66226614,76.1,75.6,so,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
110,110,0.7036531,,0.65318596,76.7,76.1,it,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
111,111,0.7036531,,0.50758117,77.0,76.7,is,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
112,112,0.7036531,,0.67813325,77.1,77.0,the,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
113,113,0.7036531,,0.72922671,77.3,77.1,first,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
114,114,0.7036531,,0.68631256,77.5,77.3,thing,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
115,115,0.7036531,,0.54745138,77.8,77.5,that,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
116,116,0.7036531,,0.91283858,77.9,77.8,I,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
117,117,0.7036531,,0.61166728,78.4,77.9,think,26,en-us,83.098006,,70.0,3.0,3.0,1.333,1.0,1.333,1.0,,70.0,2.667,4.0,1.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
118,118,0.7036531,,0.91283858,79.2,79.1,the,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
119,119,0.7036531,,0.91283858,79.6,79.2,Korean,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
120,120,0.7036531,,0.69349748,80.0,79.6,government,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
121,121,0.7036531,,0.71984029,80.5,80.0,should,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
122,122,0.7036531,,0.91283858,81.0,80.5,accept,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
123,123,0.7036531,,0.57725328,81.4,81.0,this,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
124,124,0.7036531,,0.91283858,81.8,81.4,group,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
125,125,0.7036531,,0.91283858,81.9,81.8,of,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
126,126,0.7036531,,0.56433749,82.5,81.9,refugees,26,en-us,83.098006,,75.0,3.0,3.0,1.333,1.0,1.333,1.0,,75.0,2.667,4.0,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
127,127,0.84842211, okay yeah that I agree with you with that okay Korean just side of convention in 1991 but,0.91283858,86.9,86.3,okay,25,en-us,96.558459,,80.0,3.0,3.0,1.333,1.0,1.333,1.0,,80.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
128,128,0.84842211,,0.91283858,88.5,87.9,yeah,25,en-us,96.558459,,80.0,3.0,3.0,1.333,1.0,1.333,1.0,,80.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
129,129,0.84842211,,0.91283858,89.0,88.5,that,25,en-us,96.558459,,80.0,3.0,3.0,1.333,1.0,1.333,1.0,,80.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
130,130,0.84842211,,0.91283858,89.9,89.5,I,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
131,131,0.84842211,,0.91283858,90.2,89.9,agree,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
132,132,0.84842211,,0.91283858,90.4,90.2,with,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
133,133,0.84842211,,0.91283858,90.5,90.4,you,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
134,134,0.84842211,,0.91283858,90.7,90.5,with,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
135,135,0.84842211,,0.91283858,91.1,90.7,that,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
136,136,0.84842211,,0.91283858,91.6,91.2,okay,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
137,137,0.84842211,,0.76100802,92.0,91.6,Korean,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
138,138,0.84842211,,0.70084345,92.2,92.0,just,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
139,139,0.84842211,,0.70084345,92.5,92.2,side,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
140,140,0.84842211,,0.70084345,92.6,92.5,of,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
141,141,0.84842211,,0.91283858,93.1,92.6,convention,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
142,142,0.84842211,,0.72921139,93.6,93.1,in,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
143,143,0.84842211,,0.91283858,95.1,93.8,1991,25,en-us,96.558459,,85.0,3.0,3.0,1.333,1.0,1.333,1.0,,85.0,2.667,4.333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
144,144,0.84842211,,0.72478259,96.2,95.5,but,25,en-us,96.558459,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
145,145,0.88071185, I just think that it's like a special case for the Koreans who have like their their bodies the is like with the XO phobia sometimes and they're just like care about the conditioned living so I think if you think about your population first and there are some so very that have or these away that there are more populous proportion of Korean population so I just,0.91283858,97.4,97.3,I,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
146,146,0.88071185,,0.91283858,97.7,97.4,just,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
147,147,0.88071185,,0.91283858,97.9,97.7,think,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
148,148,0.88071185,,0.91283858,98.3,97.9,that,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
149,149,0.88071185,,0.91283858,98.8,98.5,it's,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
150,150,0.88071185,,0.91283858,99.0,98.8,like,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
151,151,0.88071185,,0.91283858,99.1,99.0,a,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
152,152,0.88071185,,0.91283858,99.6,99.1,special,25,en-us,126.8971,,90.0,3.0,3.333,1.333,1.0,1.333,1.0,,90.0,2.667,4.667,2.333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
153,153,0.88071185,,0.91283858,100.3,99.6,case,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
154,154,0.88071185,,0.91283858,101.1,100.6,for,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
155,155,0.88071185,,0.91283858,101.5,101.1,the,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
156,156,0.88071185,,0.91283858,102.3,101.5,Koreans,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
157,157,0.88071185,,0.91283858,102.7,102.6,who,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
158,158,0.88071185,,0.91283858,103.0,102.7,have,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
159,159,0.88071185,,0.91283858,103.3,103.0,like,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
160,160,0.88071185,,0.91283858,104.3,103.8,their,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
161,161,0.88071185,,0.91283858,105.3,105.1,their,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
162,162,0.88071185,,0.91283858,105.8,105.3,bodies,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
163,163,0.88071185,,0.91283858,106.0,105.8,the,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
164,164,0.88071185,,0.91283858,106.1,106.0,is,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
165,165,0.88071185,,0.91283858,106.6,106.1,like,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
166,166,0.88071185,,0.91283858,106.9,106.7,with,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
167,167,0.88071185,,0.91283858,107.3,106.9,the,25,en-us,126.8971,,95.0,3.667,3.0,1.333,1.0,1.333,1.0,,95.0,3.0,4.667,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
168,168,0.88071185,,0.91283858,107.9,107.7,XO,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
169,169,0.88071185,,0.91283858,108.4,107.9,phobia,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
170,170,0.88071185,,0.91283858,109.2,108.4,sometimes,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
171,171,0.88071185,,0.91283858,109.9,109.6,and,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
172,172,0.88071185,,0.91283858,110.0,109.9,they're,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
173,173,0.88071185,,0.91283858,110.2,110.0,just,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
174,174,0.88071185,,0.91283858,110.7,110.2,like,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
175,175,0.88071185,,0.91283858,112.3,111.7,care,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
176,176,0.88071185,,0.91283858,112.7,112.3,about,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
177,177,0.88071185,,0.91283858,113.0,112.7,the,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
178,178,0.88071185,,0.91283858,113.4,113.0,conditioned,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
179,179,0.88071185,,0.91283858,113.9,113.4,living,25,en-us,126.8971,,100.0,4.0,3.333,1.333,1.0,1.333,1.0,,100.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
180,180,0.88071185,,0.91283858,114.3,113.9,so,25,en-us,126.8971,,105.0,3.667,3.0,1.333,1.0,1.333,1.0,,105.0,3.0,4.667,1.667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
