new_words,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
a refugee certainly people that really hire,165.0,3.0,3.333,1.667,1.667,2.333,1.0,165.0,2.0,3.333,2.333,1.0,1.333,1.0
to get accepted as a refugee but,170.0,3.0,3.333,1.667,1.667,2.333,1.0,170.0,1.667,3.0,2.0,1.0,1.667,1.0
the majority I speculate that they're not,175.0,3.0,3.333,1.667,1.667,2.333,1.0,175.0,1.667,3.0,2.0,1.0,1.667,1.0
they don't have truthful intentions so,180.0,3.0,3.333,1.667,1.667,2.333,1.0,180.0,1.667,3.0,2.0,1.0,1.667,1.0
I would and those people could cause as you have mentioned,185.0,3.0,3.333,1.667,1.667,2.333,1.0,185.0,1.667,3.0,2.0,1.0,1.667,1.0
some safety issues as well as economic issues creosote,190.0,3.0,3.333,1.667,1.667,2.333,1.0,190.0,1.667,3.0,2.0,1.0,1.667,1.0
in general I am against accepting those that position,195.0,3.0,3.333,1.667,1.667,2.333,1.0,195.0,1.667,3.0,2.0,1.0,1.667,1.0
so to mention about the safety,200.0,2.333,3.333,1.667,1.667,2.333,1.0,200.0,1.667,3.0,2.0,1.0,1.667,1.0
issues and maybe combination is first of all for the safety issues like I see,205.0,3.333,3.667,1.667,1.667,2.0,1.0,205.0,1.667,3.0,2.0,1.0,1.667,1.0
that those people in Jeju Island they fear about those know like,210.0,3.333,3.667,1.667,1.667,2.0,1.0,210.0,1.667,3.0,1.333,1.0,2.0,1.333
they might read in some way or like some,215.0,2.667,3.667,1.667,1.667,2.0,1.0,215.0,2.333,3.333,1.667,1.0,2.0,1.333
yeah many different things but from the articles that we,220.0,2.333,3.333,1.667,1.667,2.0,1.0,220.0,3.333,3.333,2.0,1.0,2.0,1.0
got from the email they say like they're only like six five to six,225.0,2.333,2.333,1.667,1.667,1.333,1.0,225.0,2.667,3.333,2.0,1.0,2.0,1.0
incidents while more than half was about due to their,230.0,2.333,2.333,1.667,1.667,1.333,1.0,230.0,2.667,3.333,2.0,1.0,2.0,1.0
over it imagination just because it's there,235.0,2.333,2.333,1.667,1.667,1.333,1.0,235.0,2.667,3.333,2.333,1.0,1.667,1.0
and it's I think that's kind of typical,240.0,2.333,2.333,1.667,1.667,1.333,1.0,240.0,2.667,3.333,2.333,1.0,1.667,1.0
reaction due to the xenophobia or they don't like,245.0,2.333,2.333,1.667,1.667,1.333,1.0,245.0,2.667,3.333,2.333,1.0,1.667,1.0
people coming in and especially Korea is one of the country that,250.0,2.667,2.0,1.667,1.667,1.333,1.0,250.0,3.333,3.333,2.333,1.0,1.667,1.0
just lights like pure Koreans and I think,255.0,2.667,2.0,1.667,1.667,1.333,1.0,255.0,3.333,3.333,2.0,1.0,2.0,1.333
you know this behavior of,260.0,2.667,2.0,1.667,1.667,1.333,1.0,260.0,3.333,3.333,2.0,1.0,2.0,1.333
suspect suspicious being suspicious about,265.0,2.667,2.0,1.667,1.667,1.333,1.0,265.0,3.333,3.333,2.0,1.0,2.0,1.333
those people just because they're like,270.0,2.667,2.0,1.667,1.667,1.333,1.0,270.0,2.667,3.333,2.333,1.0,1.667,1.0
refugees to just blame them as like a you know they,275.0,2.667,2.0,1.667,1.667,1.333,1.0,275.0,2.667,3.333,2.333,1.0,1.667,1.0
might do this they might do the bad things I think there,280.0,2.333,2.0,1.667,1.667,1.333,1.0,280.0,2.667,3.0,2.333,1.0,1.667,1.0
is not enough,285.0,2.333,2.0,1.667,1.667,1.333,1.0,285.0,3.333,2.667,2.0,1.333,2.333,1.0
TRUE for say like a lot of,290.0,2.667,2.0,1.667,1.667,1.333,1.0,290.0,2.667,2.667,2.0,1.333,2.333,1.0
incidents that really proves that they're the bad guys that affects,295.0,2.0,2.0,1.667,1.667,1.333,1.0,295.0,3.0,2.667,2.0,1.333,2.333,1.0
Jeju people Worst Behavior,300.0,2.0,2.0,1.667,1.667,1.333,1.0,300.0,2.667,2.667,2.0,1.333,2.333,1.0
I'll just okay,305.0,2.0,2.0,1.667,1.667,1.333,1.0,305.0,2.667,2.333,1.667,1.333,2.667,1.333
so talking about proof that's very important of course we don't have any proof,310.0,2.667,2.0,1.667,1.667,1.333,1.0,310.0,2.667,2.0,1.333,1.0,2.667,1.667
that they will do something they will commit a crime in Korea but,315.0,2.333,2.0,1.667,1.667,1.333,1.0,315.0,2.667,2.0,1.333,1.0,3.0,1.667
we should be more cautious from the beginning,320.0,2.0,2.0,1.667,1.667,1.333,1.0,320.0,2.667,2.0,1.333,1.0,2.667,1.667
before something happens so it's not bad think to,325.0,2.333,2.333,1.667,1.333,1.0,1.0,325.0,3.0,2.0,1.333,1.0,2.667,1.667
be cautious in these what could be a greater issue in the future,330.0,2.333,2.333,1.667,1.333,1.0,1.0,330.0,2.667,2.0,1.333,1.0,2.667,1.667
after the well then discard really takes place also,335.0,2.667,2.333,1.667,1.333,1.0,1.0,335.0,2.667,3.0,2.333,1.0,1.667,1.333
when upon accepting these refugees,340.0,2.667,2.0,1.667,1.333,1.0,1.0,340.0,2.667,3.0,1.667,1.0,2.0,1.333
much more refugees will try to come to Korea and,345.0,2.667,3.333,1.667,1.333,1.333,1.0,345.0,3.333,3.0,1.667,1.0,2.0,1.333
actually in case of Germany they have already experienced,350.0,2.667,3.333,2.0,1.0,1.333,1.0,350.0,3.0,3.0,2.0,1.0,2.0,1.333
this issue and they they have accepted nearly like 1,355.0,2.667,3.333,2.0,1.0,1.333,1.0,355.0,3.0,3.0,2.0,1.0,2.0,1.333
million refugees already and they are causing social and economic,360.0,2.667,3.333,2.0,1.0,1.333,1.0,360.0,2.667,3.0,2.0,1.0,2.0,1.333
problems so they already regret it,365.0,2.667,3.333,2.0,1.0,1.333,1.0,365.0,2.667,3.0,2.0,1.0,2.0,1.333
but it's already it's already happened so they can't do anything about it,370.0,2.333,3.333,2.0,1.0,1.333,1.0,370.0,2.667,3.0,2.0,1.0,2.0,1.333
so thank talked about proof again,375.0,2.667,3.333,2.0,1.0,1.333,1.0,375.0,2.667,3.0,1.667,1.0,2.333,1.333
I really strongly recommend would think that those,380.0,2.667,3.333,2.0,1.0,1.333,1.0,380.0,2.667,3.0,1.667,1.0,2.333,1.333
refugees need to bring in their own proof that they are legitimate people,385.0,2.333,3.333,2.0,1.0,1.333,1.0,385.0,2.667,3.0,1.667,1.0,2.333,1.333
who have been in your advice and issues and,390.0,2.333,3.333,2.0,1.0,1.333,1.0,390.0,2.667,3.0,1.667,1.0,2.333,1.333
that they are they want to they want help from Korea and they want to contribute,395.0,3.0,3.333,2.0,1.0,1.333,1.0,395.0,2.667,3.0,1.667,1.0,2.333,1.333
to creating some way okay so you saying that there should be some way,400.0,2.333,3.333,2.0,1.0,1.333,1.0,400.0,2.667,3.0,1.333,1.0,2.667,1.333
to kind of filter on this like actual refugees right I also agree with the,405.0,2.333,3.333,2.0,1.0,1.333,1.0,405.0,2.667,3.0,1.333,1.0,2.667,1.333
point like there should be some like strict regulation that actually built,410.0,2.333,3.333,2.0,1.0,1.333,1.0,410.0,2.667,3.0,1.333,1.0,2.667,1.333
out for filters out those fake Ravens refugees but then,415.0,2.667,3.333,2.0,1.0,1.333,1.0,415.0,3.0,3.0,1.333,1.0,2.667,1.333
you know the thing is that when you just,420.0,2.333,3.333,2.0,1.0,1.333,1.0,420.0,3.0,3.0,1.333,1.0,2.667,1.333
so the main topic is about like being,425.0,2.333,3.333,2.0,1.0,1.333,1.0,425.0,3.0,3.0,1.333,1.0,2.667,1.333
like strictly against this refugees right so talking about that then,430.0,2.667,3.333,2.0,1.0,1.333,1.0,430.0,2.667,3.0,1.333,1.0,2.667,1.333
says I said there should be like some other ways,435.0,2.667,3.333,2.0,1.0,1.333,1.0,435.0,3.0,2.667,1.333,1.0,3.0,1.333
to sort out rather than just blocking all those refugees and,440.0,2.667,2.667,1.667,1.0,1.333,1.0,440.0,3.0,2.667,1.667,1.333,2.667,1.0
if you do love all those refugees because you know they're from the are upside people and then there are a lot,445.0,3.0,3.0,2.0,1.0,1.333,1.0,445.0,3.0,2.667,1.667,1.333,2.667,1.0
of other foreigners who like these days,450.0,2.667,2.667,2.0,1.0,1.333,1.0,450.0,3.333,2.667,1.667,1.333,2.667,1.0
only if it's a good example,455.0,2.667,2.667,1.667,1.0,1.333,1.0,455.0,3.333,2.667,1.667,1.333,2.667,1.0
but like Kpop for example there are a lot of fans in the other,460.0,2.667,2.667,1.667,1.0,1.333,1.0,460.0,3.0,2.667,1.667,1.333,2.667,1.0
this Asian side and even the oxide as well if we,465.0,3.0,2.667,1.667,1.0,1.333,1.0,465.0,3.0,2.667,1.667,1.333,2.667,1.0
you know if South Korea chooses to like lock the refugees,470.0,2.667,2.667,1.333,1.0,1.333,1.0,470.0,3.0,2.667,1.667,1.333,2.667,1.0
and then becomes like a global issue,475.0,2.333,2.667,1.333,1.0,1.333,1.0,475.0,3.0,2.667,1.667,1.333,2.667,1.0
in that sense you know it might affect Fame Alec,480.0,2.667,2.667,1.333,1.0,1.333,1.0,480.0,3.0,2.667,1.667,1.333,2.667,1.0
nothing but like reputation about Multicultural country,485.0,2.667,2.667,1.333,1.0,1.333,1.0,485.0,3.0,2.667,1.667,1.333,2.667,1.0
like South Korea is becoming one of the Multicultural country and there are a lot of,490.0,2.667,2.667,1.333,1.0,1.333,1.0,490.0,2.667,2.667,1.667,1.333,2.667,1.0
exports the other countries as well so,495.0,2.333,2.667,1.333,1.0,1.333,1.0,495.0,3.0,2.667,1.667,1.333,2.667,1.0
maybe you could you know affect economic side it's hard,500.0,3.0,2.333,1.333,1.0,1.333,1.0,500.0,2.667,3.0,2.0,1.333,2.333,1.0
to wrap it up just saying that,505.0,2.667,2.0,1.333,1.0,1.333,1.0,505.0,2.667,2.667,1.667,1.333,2.667,1.0
it's bad for okay okay so yes so you,510.0,3.0,2.0,1.333,1.0,1.333,1.0,510.0,2.667,2.667,1.667,1.333,2.667,1.0
partly agree that we should not totally accept these button to filter,515.0,2.667,2.0,1.333,1.0,1.333,1.0,515.0,2.333,2.667,1.667,1.333,2.667,1.0
out but totals blocking is wrong in that sense I agree,520.0,3.0,2.0,1.333,1.0,1.333,1.0,520.0,2.333,2.667,1.667,1.333,2.667,1.0
totally blocking is not right so that I said that,525.0,3.0,2.0,1.333,1.0,1.333,1.0,525.0,2.667,2.667,1.667,1.333,2.667,1.0
we need to filter out based on some evidence and,530.0,3.0,2.0,1.333,1.0,1.333,1.0,530.0,2.667,2.667,1.667,1.333,2.667,1.0
also like he talked about the image making image set image of Korea could be damaged by,535.0,3.0,2.0,1.333,1.0,1.333,1.0,535.0,2.667,2.667,2.0,1.333,2.333,1.0
total blocking of these refugees well yeah it could,540.0,2.667,2.0,1.333,1.0,1.333,1.0,540.0,3.0,2.667,2.0,1.333,2.333,1.0
so I also think that,545.0,2.667,2.0,1.333,1.0,1.333,1.0,545.0,3.0,2.667,2.0,1.333,2.333,1.0
image is important but that's out,550.0,2.667,2.0,1.333,1.0,1.333,1.0,550.0,3.0,2.667,1.667,1.333,2.667,1.0
of Korea issue and I think me to take more care,555.0,2.667,2.0,1.333,1.0,1.333,1.0,555.0,3.333,2.667,1.667,1.333,2.667,1.0
of inside issues where we can really experience,560.0,3.0,2.0,1.333,1.0,1.333,1.0,560.0,3.0,3.0,2.0,1.667,1.667,1.0
some issues really closely maybe ourselves,565.0,2.333,2.667,1.333,1.0,1.667,1.0,565.0,2.333,2.667,2.0,1.333,1.667,1.0
or even our parents were children so,570.0,2.333,2.667,1.333,1.0,1.667,1.0,570.0,2.333,2.667,2.0,1.333,1.667,1.0
I think safety issues that have been mentioned in the news and media could be exaggerated,575.0,2.333,2.667,1.333,1.0,1.667,1.0,575.0,2.333,2.667,2.0,1.333,1.667,1.0
but definitely it happened that's why it's in the news so,580.0,2.333,2.667,1.333,1.0,1.667,1.0,580.0,2.333,2.667,1.667,1.333,1.667,1.0
so I think those issues that we see,585.0,2.333,2.667,1.333,1.0,1.667,1.0,585.0,2.333,2.667,1.667,1.333,1.667,1.0
the news can really happen to us that's why I have to daughter,590.0,2.333,2.667,1.333,1.0,1.667,1.0,590.0,2.333,2.667,1.667,1.333,1.667,1.0
and I I'm a little worried not right now but for the future,595.0,2.333,2.667,1.333,1.0,1.667,1.0,595.0,2.333,2.333,1.333,1.667,2.333,1.0
if those things really happen what am I going to do,600.0,2.333,2.667,1.0,1.0,2.0,1.0,600.0,2.0,2.333,1.333,1.667,2.333,1.0
maybe I'm going to bring myself why did I agree to accept these refugees life and I go against it that it's already too,605.0,2.667,2.667,1.0,1.0,2.0,1.0,605.0,2.0,2.333,1.333,1.333,2.333,1.0
late so I think actual issues more important than the,610.0,2.667,2.667,1.0,1.0,2.0,1.0,610.0,2.0,2.333,1.333,1.333,2.333,1.0
image issues so,615.0,2.667,2.667,1.0,1.0,2.0,1.0,615.0,2.0,2.333,1.333,1.333,2.333,1.0
the debate is over,620.0,2.333,3.0,1.333,1.0,1.667,1.0,620.0,2.0,2.333,1.333,1.333,2.333,1.0
okay so which I'm trying to argue against the yemeni refugees,5.0,3.0,3.0,1.667,1.0,1.667,1.0,5.0,3.0,2.667,1.333,1.0,1.667,1.0
coming hurry up and think the strongest point that I can make is practically speaking the,10.0,3.0,3.0,1.667,1.0,1.667,1.0,10.0,3.333,2.667,1.333,1.0,1.333,1.0
resources high and South Korea is not big enough to take in any more foreigners and for labor force so,15.0,3.333,3.0,1.667,1.0,1.667,1.0,15.0,3.333,2.667,1.333,1.0,1.333,1.0
if they're coming for a tourist purpose they're actually being Spenders,20.0,3.333,3.333,1.667,1.0,1.667,1.0,20.0,3.333,2.667,1.333,1.0,1.333,1.0
their customers so they're actually increase resource pie with Korea,25.0,3.333,3.667,1.667,1.667,1.333,1.0,25.0,2.667,2.667,1.333,1.0,1.333,1.0
but then the thing is these people are coming in as refugees he wants to be letting so labor,30.0,3.0,3.667,1.667,1.667,1.333,1.0,30.0,2.667,2.667,1.333,1.0,1.333,1.0
force or thing is the unemployment rate in Korea is like,35.0,3.0,3.667,1.667,1.0,1.333,1.0,35.0,3.0,2.667,1.333,1.0,1.333,1.0
3% and then the young adult unemployment rate is shoots up,40.0,3.0,3.667,1.667,1.0,1.333,1.0,40.0,3.0,3.0,1.333,1.0,1.333,1.0
to an eight point eight percent so that really means that young people are having a hard time finding jobs,45.0,3.0,4.0,1.667,1.0,1.333,1.0,45.0,3.0,3.0,1.333,1.0,1.333,1.0
in other words I keep on going back to the point saying we don't have a large in a resource,50.0,3.0,3.333,1.333,1.0,1.0,1.0,50.0,3.0,3.0,1.333,1.0,1.333,1.0
so if we were to take in laborers,55.0,3.0,3.333,1.333,1.0,1.0,1.0,55.0,3.0,3.0,1.333,1.0,1.333,1.0
we're sorting that I were taking away more of the pie which would even increase the crisis between,60.0,3.0,3.333,1.333,1.0,1.0,1.0,60.0,3.0,3.0,1.333,1.0,1.333,1.0
young adults and the already employed labor force also then another point we can make,65.0,3.0,3.667,1.333,1.333,1.0,1.0,65.0,2.667,3.0,1.333,1.0,1.333,1.0
is these people are looking for cheaper or they are looking for these simple laborers,70.0,3.0,3.667,1.333,1.333,1.0,1.0,70.0,3.0,2.667,1.333,1.0,1.333,1.0
paying people for but then the thing is even that has become a problem,75.0,2.667,3.667,1.0,1.667,1.0,1.0,75.0,3.0,2.667,1.333,1.0,1.333,1.0
within the current government because the lowest possible,80.0,2.667,3.667,1.0,1.667,1.0,1.0,80.0,3.0,2.667,1.333,1.0,1.333,1.0
"wage the primary wage has gone up to almost 10,000",85.0,3.0,3.333,1.0,1.333,1.0,1.0,85.0,2.667,2.667,1.333,1.0,1.333,1.0
so a lot of young people are trying to get into these cheap laborers to if he,90.0,3.0,3.333,1.0,1.667,1.0,1.0,90.0,2.667,2.667,1.333,1.0,1.333,1.0
stays in other words they're practically is no bottom fruits,95.0,3.0,3.333,1.0,1.667,1.0,1.0,95.0,3.0,2.667,1.333,1.0,1.333,1.0
that these refugees can get into and therefore don't have space for these people,100.0,3.0,2.667,1.0,1.667,1.0,1.0,100.0,2.667,2.667,1.333,1.0,1.333,1.0
that's it for me so,105.0,3.0,2.667,1.0,1.667,1.0,1.0,105.0,3.333,3.0,2.0,1.0,1.333,1.0
I think I'm gonna jump in right into what you just said and stuff so basically,110.0,3.0,2.667,1.0,1.667,1.0,1.0,110.0,3.333,3.0,1.667,1.0,1.333,1.0
the main point which is taken into account in some,115.0,3.667,3.667,1.667,1.333,2.0,1.0,115.0,3.333,3.333,1.667,1.0,2.0,1.0
new source is that an ombre known in Korea is a problem,120.0,3.667,3.667,1.667,1.333,2.0,1.0,120.0,3.333,3.333,2.0,1.0,2.0,1.0
I would say that it's mostly TRUE but not really comparable to other developed,125.0,3.333,3.667,1.667,1.333,2.0,1.0,125.0,3.0,3.333,1.667,1.0,2.0,1.0
countries such as most of the westerners country actually South Korea has one of the lowest unemployment,130.0,3.333,3.667,2.0,1.333,1.667,1.0,130.0,3.333,3.333,1.667,1.0,2.0,1.0
rate and it is to be considered that the unemployment rate is as you said a lot of manual,135.0,3.0,3.667,2.0,1.0,1.667,1.0,135.0,3.333,3.333,1.667,1.0,2.0,1.0
jobs and as we can see in reports because it's missed,140.0,3.667,3.667,2.0,1.0,1.667,1.0,140.0,3.333,3.333,1.667,1.0,2.0,1.0
mostly like talking about Jeju Island all the foreigners right so we're,145.0,3.0,3.333,2.0,1.0,2.333,1.0,145.0,2.667,3.333,1.333,1.0,2.0,1.333
Romania talking about people that are escaping a crisis and what we can see is that,150.0,3.0,3.333,2.0,1.0,2.333,1.0,150.0,2.667,3.333,1.333,1.0,2.0,1.333
on this seminar we have a lot of seminar mainly,155.0,3.0,3.333,2.0,1.0,2.333,1.0,155.0,2.667,2.667,1.333,1.0,2.0,1.0
for for example fishing jobs and cooking jobs which are individual,160.0,3.667,3.667,2.0,1.333,2.0,1.0,160.0,2.667,2.667,1.333,1.333,2.0,1.0
and cannot provide and for example like they have whole amount,165.0,3.333,3.667,2.0,1.0,1.667,1.0,165.0,2.667,2.667,1.333,1.333,2.0,1.0
of maybe 500 refugees and over those 500,170.0,3.667,3.667,2.0,1.0,1.667,1.0,170.0,2.667,2.667,1.333,1.333,2.0,1.0
refugees or they already are the same they are about 170,175.0,3.333,3.667,2.0,1.0,2.0,1.0,175.0,2.667,2.667,1.333,1.333,2.0,1.0
170 jobs I think for fishing so there is I think there is definitely spots,180.0,3.333,3.667,2.0,1.0,2.0,1.0,180.0,2.667,2.667,1.333,1.333,2.0,1.0
for those jobs that are in are no longer taking because these drugs,185.0,3.667,3.667,2.0,1.0,2.333,1.0,185.0,2.667,2.667,1.333,1.333,2.0,1.0
are Maybe longer way from Seoul for example and long away,190.0,3.667,3.667,2.0,1.0,2.0,1.0,190.0,2.667,2.667,1.333,1.333,2.0,1.0
from families and I think that it's more over something more,195.0,3.667,3.667,2.0,1.0,2.0,1.0,195.0,2.667,2.667,1.333,1.333,2.0,1.0
humanitarian than economics even if the economics is to take into account,200.0,3.0,3.667,2.0,1.0,2.0,1.0,200.0,2.0,2.667,1.333,1.0,2.0,1.0
and as I say I don't think economics is really fun,205.0,3.667,3.667,2.0,1.0,2.0,1.0,205.0,2.667,2.667,1.333,1.0,2.0,1.0
I'm really glad that you brought into other countries into point because when comparing these,210.0,3.667,3.667,1.667,1.0,2.333,1.0,210.0,3.0,3.333,1.667,1.0,2.0,1.0
unemployment rates between countries it's also important to see what kind of humanitarian AIDS,215.0,3.667,3.667,1.667,1.0,2.333,1.0,215.0,3.0,3.333,1.667,1.0,2.0,1.0
most basic humanitarian rights that they give for their,220.0,3.0,3.667,1.667,1.0,2.667,1.0,220.0,3.0,3.333,2.0,1.0,2.0,1.0
Labour's and thing is in Western countries its poor even for the unemployed people,225.0,2.667,3.333,1.333,1.0,1.667,1.0,225.0,3.0,3.667,2.667,1.0,1.333,1.0
they take care of these people who they have all these different humanitarian AIDS if you were,230.0,3.0,3.0,1.333,1.0,1.667,1.0,230.0,3.333,3.667,2.667,1.0,1.333,1.0
to go to the state's you have the Health Equity well those of being bashed by Trump,235.0,2.667,3.0,1.333,1.0,1.667,1.0,235.0,3.333,4.0,2.667,1.0,1.333,1.0
of bed but then the thing is it's still there and then in the EU you,240.0,2.667,3.0,1.333,1.0,1.667,1.0,240.0,3.333,3.667,2.667,1.0,1.333,1.0
have these this inter connect enter Europe,245.0,2.667,3.0,1.667,1.333,1.667,1.0,245.0,3.0,3.667,2.667,1.0,1.333,1.0
human health policy that insures these people,250.0,2.667,3.0,1.667,1.333,1.667,1.0,250.0,3.333,3.333,2.333,1.0,1.333,1.0
how every other that's not really TRUE because unless you're actually a Korean citizen not,255.0,3.667,3.667,2.667,1.0,1.333,1.0,255.0,3.333,3.667,2.333,1.0,1.333,1.0
really getting all these three basic insurances so,260.0,4.0,4.0,2.0,1.0,1.0,1.0,260.0,3.667,4.0,2.0,1.0,2.0,1.0
these foreigners and although he's unemployed people they're not really getting insured,265.0,3.667,3.0,1.667,1.333,1.333,1.0,265.0,3.333,3.333,2.0,1.0,2.0,1.0
in Mattoon ways but you and that's because we don't have enough tax,270.0,3.667,2.667,1.333,1.667,1.333,1.0,270.0,3.333,3.333,2.0,1.0,2.0,1.0
money if that's something that comes from the text and it's hard to ensure these people,275.0,3.333,2.667,1.333,1.667,1.333,1.0,275.0,3.333,3.333,2.0,1.0,2.0,1.0
and then second novel like people escaping crisis well the humanitarian argument,280.0,3.333,2.667,1.333,1.667,1.333,1.0,280.0,3.333,3.0,2.0,1.0,2.0,1.0
yes you could make it but then I like to ask what kind of practical,285.0,3.333,2.667,1.333,1.667,1.333,1.0,285.0,3.333,3.0,2.0,1.0,2.0,1.0
benefit doll is being humanitarian bring to the country,290.0,3.0,2.667,1.333,1.667,1.333,1.0,290.0,3.0,3.0,2.0,1.0,2.0,1.0
so we can think of all the examples such as States bringing people from South America,295.0,3.0,2.667,1.333,1.333,1.333,1.0,295.0,2.667,3.0,2.0,1.0,1.333,1.0
now they're dying that to and the reality European Refugee crisis which,300.0,3.0,2.667,1.333,1.333,1.333,1.0,300.0,2.333,2.667,2.0,1.0,1.333,1.0
